"Gemeenten 2019 onbewerkte Iv3-data "
""
"";"";""
"";"";"Onderwerp";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing"
"Alkmaar";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Alkmaar";"Jaarrekening";"4.2 Onderwijshuisvesting";"0";"479";"0";"0";"55";"0";"0";"1866";"0";"0";"0";"0";"0";"0";"0";"0";"0";"91";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2277";"848";"0"
"Alkmaar";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"1720";"282";"0";"0";"0";"701";"176";"1304";"0";"2331";"0";"0";"0";"0";"0";"0";"0";"2491";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1767";"499";"0"
"Alphen-Chaam";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Alphen-Chaam";"Begroting";"4.2 Onderwijshuisvesting";"0";"12";"0";"19";"0";"0";"0";"45";"0";"0";"0";"0";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"172";"67";"0"
"Alphen-Chaam";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"0";"0";"0";"0";"0";"263";"0";"7";"0";"0";"0";"0";"35";"0";"0";"1";"0";"77";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"3";"0"
"Alphen-Chaam";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Alphen-Chaam";"Jaarrekening";"4.2 Onderwijshuisvesting";"0";"18";"0";"0";"0";"0";"0";"73";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"148";"57";"0"
"Alphen-Chaam";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"0";"0";"0";"0";"0";"207";"0";"58";"0";"0";"0";"0";"36";"0";"0";"0";"0";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"3";"0"
"Altena";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"192";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-3";"0";"0"
"Altena";"Begroting";"4.2 Onderwijshuisvesting";"65";"148";"0";"0";"0";"0";"0";"531";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"1626";"661";"0"
"Altena";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"329";"2";"0";"0";"0";"1258";"0";"557";"0";"377";"0";"16";"0";"0";"0";"0";"0";"307";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"6";"0"
"Altena";"Jaarrekening";"4.1 Openbaar basisonderwijs";"19";"0";"0";"0";"0";"0";"0";"27";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Altena";"Jaarrekening";"4.2 Onderwijshuisvesting";"33";"150";"0";"0";"0";"0";"0";"764";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1380";"620";"0"
"Altena";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"207";"0";"0";"0";"0";"1128";"8";"173";"0";"386";"0";"7";"50";"0";"0";"-11";"0";"214";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"9";"0"
"Amersfoort";"Begroting";"4.1 Openbaar basisonderwijs";"94";"13";"0";"0";"0";"0";"0";"0";"0";"195";"0";"0";"0";"0";"0";"0";"0";"1887";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"12";"0"
"Amersfoort";"Begroting";"4.2 Onderwijshuisvesting";"236";"1349";"0";"0";"0";"0";"0";"2957";"0";"0";"0";"0";"0";"0";"0";"0";"0";"83";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"233";"6079";"2997";"0"
"Amersfoort";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"1192";"0";"0";"0";"0";"1794";"0";"230";"0";"0";"0";"444";"0";"0";"0";"0";"0";"7141";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Amersfoort";"Jaarrekening";"4.1 Openbaar basisonderwijs";"87";"62";"0";"0";"0";"0";"1";"1570";"0";"0";"0";"0";"0";"0";"0";"0";"0";"54";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"9";"1"
"Amersfoort";"Jaarrekening";"4.2 Onderwijshuisvesting";"216";"1626";"0";"754";"0";"0";"18";"3564";"0";"0";"0";"0";"0";"0";"0";"0";"0";"298";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"455";"5366";"2112";"6"
"Amersfoort";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"1013";"43";"0";"113";"0";"1676";"237";"559";"0";"0";"0";"0";"17";"0";"0";"0";"0";"7738";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11"
"Amstelveen";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"121";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Amstelveen";"Begroting";"4.2 Onderwijshuisvesting";"151";"465";"0";"0";"0";"0";"20";"1103";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"251";"2534";"283";"76"
"Amstelveen";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"859";"0";"0";"0";"0";"697";"91";"474";"0";"1488";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Amstelveen";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"124";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Amstelveen";"Jaarrekening";"4.2 Onderwijshuisvesting";"151";"537";"0";"1";"0";"0";"20";"1322";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"299";"1992";"257";"76"
"Amstelveen";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"893";"0";"0";"0";"0";"815";"239";"261";"0";"1553";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"-23"
"Amsterdam";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"3431";"0";"0";"0";"0";"0";"0";"0";"4736";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"15";"864"
"Amsterdam";"Begroting";"4.2 Onderwijshuisvesting";"2239";"1729";"0";"0";"0";"0";"0";"35799";"0";"0";"0";"0";"0";"0";"0";"3959";"0";"161";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"365";"47092";"17372";"704"
"Amsterdam";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"18674";"0";"0";"0";"0";"4102";"570";"39521";"0";"0";"0";"0";"0";"0";"0";"20725";"0";"54155";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"55";"19";"6315"
"Amsterdam";"Jaarrekening";"4.1 Openbaar basisonderwijs";"81";"0";"0";"0";"0";"5";"178";"3826";"0";"0";"0";"0";"0";"0";"0";"4578";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27";"11";"33"
"Amsterdam";"Jaarrekening";"4.2 Onderwijshuisvesting";"5053";"1147";"0";"1350";"0";"0";"331";"29504";"0";"0";"0";"0";"0";"0";"0";"5274";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1357";"42468";"12443";"134"
"Amsterdam";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"20564";"0";"0";"0";"0";"14416";"1677";"12937";"0";"0";"0";"1230";"0";"0";"0";"82992";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"55";"15";"1294"
"Asten";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"53";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"93"
"Asten";"Begroting";"4.2 Onderwijshuisvesting";"15";"45";"0";"0";"0";"0";"0";"25";"0";"0";"0";"0";"0";"0";"0";"485";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"282";"0";"0"
"Asten";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"96";"0";"0";"0";"0";"225";"5";"115";"0";"180";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"18";"0";"0"
"Asten";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"42";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"93"
"Asten";"Jaarrekening";"4.2 Onderwijshuisvesting";"15";"40";"0";"0";"0";"0";"0";"52";"0";"0";"0";"0";"0";"0";"0";"473";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"261";"0";"0"
"Asten";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"96";"0";"0";"0";"0";"326";"7";"76";"0";"124";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"18";"0";"0"
"Baarle-Nassau";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarle-Nassau";"Begroting";"4.2 Onderwijshuisvesting";"0";"17";"0";"0";"0";"0";"0";"81";"0";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"198";"0";"0"
"Baarle-Nassau";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"0";"6";"0";"0";"0";"116";"0";"5";"0";"0";"0";"23";"32";"0";"0";"0";"0";"108";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0"
"Baarle-Nassau";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarle-Nassau";"Jaarrekening";"4.2 Onderwijshuisvesting";"0";"18";"0";"0";"0";"0";"0";"97";"0";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"198";"0";"0"
"Baarle-Nassau";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"0";"8";"0";"0";"0";"107";"0";"7";"0";"0";"0";"17";"33";"0";"0";"0";"0";"34";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0"
"Baarn";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"4";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarn";"Begroting";"4.2 Onderwijshuisvesting";"0";"137";"0";"0";"0";"0";"0";"81";"0";"0";"0";"0";"0";"0";"0";"51";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"786";"617";"0"
"Baarn";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"121";"0";"0";"0";"0";"632";"0";"208";"0";"307";"0";"0";"0";"0";"0";"4";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarn";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"5";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarn";"Jaarrekening";"4.2 Onderwijshuisvesting";"0";"157";"0";"0";"0";"0";"0";"79";"0";"0";"0";"0";"0";"0";"0";"90";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"698";"625";"0"
"Baarn";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"134";"0";"0";"0";"0";"680";"0";"68";"0";"326";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bergeijk";"Begroting";"4.1 Openbaar basisonderwijs";"32";"0";"0";"0";"0";"0";"0";"0";"0";"90";"0";"0";"0";"0";"0";"0";"0";"24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0"
"Bergeijk";"Begroting";"4.2 Onderwijshuisvesting";"35";"36";"0";"0";"0";"0";"0";"73";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"313";"169";"0"
"Bergeijk";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"37";"1";"0";"0";"0";"366";"0";"113";"0";"-208";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"3";"1";"0"
"Bergeijk";"Jaarrekening";"4.1 Openbaar basisonderwijs";"31";"0";"0";"0";"0";"0";"2";"0";"0";"97";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0"
"Bergeijk";"Jaarrekening";"4.2 Onderwijshuisvesting";"33";"39";"0";"0";"0";"0";"3";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"315";"169";"0"
"Bergeijk";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"36";"1";"0";"0";"0";"313";"3";"87";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"8";"1";"0"
"Bergen (NH.)";"Begroting";"4.1 Openbaar basisonderwijs";"0";"2";"0";"0";"0";"0";"0";"62";"0";"0";"0";"0";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"308";"93";"0"
"Bergen (NH.)";"Begroting";"4.2 Onderwijshuisvesting";"0";"3";"0";"8";"522";"0";"0";"213";"0";"0";"0";"0";"144";"0";"0";"0";"0";"90";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"171";"40";"0"
"Bergen (NH.)";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"0";"0";"0";"0";"0";"275";"0";"16";"0";"109";"0";"0";"63";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"5";"1";"0"
"Bergen (NH.)";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"5";"0";"0";"0";"0";"0";"37";"0";"0";"0";"0";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"271";"83";"0"
"Bergen (NH.)";"Jaarrekening";"4.2 Onderwijshuisvesting";"0";"7";"0";"0";"583";"0";"0";"304";"0";"0";"0";"0";"87";"0";"0";"0";"0";"63";"0";"0";"0";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"11";"171";"40";"0"
"Bergen (NH.)";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"0";"0";"0";"0";"0";"248";"0";"16";"3";"219";"0";"1";"171";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"5";"1";"0"
"Bergen op Zoom";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"258";"0";"0";"0";"0";"0";"0";"0";"69";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bergen op Zoom";"Begroting";"4.2 Onderwijshuisvesting";"63";"125";"0";"0";"0";"0";"0";"185";"0";"0";"0";"0";"0";"0";"0";"2469";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"612";"626";"0"
"Bergen op Zoom";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"477";"1";"0";"0";"0";"567";"45";"282";"0";"0";"0";"0";"0";"0";"0";"38";"0";"2074";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23";"9";"0"
"Bergen op Zoom";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"428";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bergen op Zoom";"Jaarrekening";"4.2 Onderwijshuisvesting";"63";"270";"0";"0";"0";"0";"236";"254";"0";"0";"0";"0";"0";"0";"0";"2515";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"600";"611";"0"
"Bergen op Zoom";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"555";"0";"0";"0";"0";"720";"52";"508";"0";"0";"0";"0";"0";"0";"0";"35";"0";"2425";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-40";"140";"87";"0"
"Bernheze";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bernheze";"Begroting";"4.2 Onderwijshuisvesting";"18";"164";"0";"0";"0";"0";"0";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"722";"182";"0"
"Bernheze";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"56";"6";"0";"0";"0";"509";"0";"297";"0";"201";"0";"0";"0";"0";"0";"70";"0";"49";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"31";"8";"0"
"Bernheze";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bernheze";"Jaarrekening";"4.2 Onderwijshuisvesting";"22";"196";"0";"0";"0";"0";"0";"104";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"722";"213";"0"
"Bernheze";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"57";"6";"0";"0";"0";"529";"0";"325";"0";"201";"0";"0";"0";"0";"0";"57";"0";"49";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"31";"9";"0"
"Best";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
